ENTIDAD_RES,FECHA_INGRESO,confirmados
17,2020-06-24,59
17,2020-06-25,30
17,2020-06-26,36
17,2020-06-27,15
17,2020-06-28,18
17,2020-06-29,53
17,2020-06-30,30
17,2020-07-01,39
17,2020-07-02,36
17,2020-07-03,35
17,2020-07-04,11
17,2020-07-05,12
17,2020-07-06,41
17,2020-07-07,38
17,2020-07-08,24
17,2020-07-09,37
17,2020-07-10,39
17,2020-07-11,15
17,2020-07-12,18
17,2020-07-13,50
17,2020-07-14,42
17,2020-07-15,39
17,2020-07-16,39
17,2020-07-17,40
17,2020-07-18,13
17,2020-07-19,15
17,2020-07-20,49
17,2020-07-21,42
17,2020-07-22,38
17,2020-07-23,40
17,2020-07-24,36
17,2020-07-25,19
17,2020-07-26,20
17,2020-07-27,54
17,2020-07-28,48
17,2020-07-29,47
17,2020-07-30,50
17,2020-07-31,47
17,2020-08-01,20
17,2020-08-02,18
17,2020-08-03,39
17,2020-08-04,53
17,2020-08-05,32
17,2020-08-06,46
17,2020-08-07,43
17,2020-08-08,15
17,2020-08-09,20
17,2020-08-10,47
17,2020-08-11,56
17,2020-08-12,46
17,2020-08-13,39
17,2020-08-14,40
17,2020-08-15,21
17,2020-08-16,11
17,2020-08-17,52
17,2020-08-18,48
17,2020-08-19,30
17,2020-08-20,45
17,2020-08-21,24
17,2020-08-22,18
17,2020-08-23,7
17,2020-08-24,49
17,2020-08-25,47
17,2020-08-26,39
17,2020-08-27,41
17,2020-08-28,40
17,2020-08-29,15
17,2020-08-30,9
17,2020-08-31,54
17,2020-09-01,33
17,2020-09-02,28
17,2020-09-03,27
17,2020-09-04,29
17,2020-09-05,17
17,2020-09-06,6
17,2020-09-07,32
17,2020-09-08,35
17,2020-09-09,33
17,2020-09-10,37
17,2020-09-11,19
17,2020-09-12,6
17,2020-09-13,13
17,2020-09-14,40
17,2020-09-15,25
17,2020-09-16,10
17,2020-09-17,32
17,2020-09-18,23
17,2020-09-19,11
17,2020-09-20,11
17,2020-09-21,41
17,2020-09-22,34
17,2020-09-23,28
17,2020-09-24,22
17,2020-09-25,26
17,2020-09-26,10
17,2020-09-27,1
17,2020-09-28,29
17,2020-09-29,40
17,2020-09-30,24
17,2020-10-01,39
17,2020-10-02,29
17,2020-10-03,13
17,2020-10-04,9
17,2020-10-05,56
17,2020-10-06,47
17,2020-10-07,39
17,2020-10-08,42
17,2020-10-09,25
17,2020-10-10,16
17,2020-10-11,13
17,2020-10-12,48
17,2020-10-13,34
17,2020-10-14,41
17,2020-10-15,21
17,2020-10-16,39
17,2020-10-17,13
17,2020-10-18,9
17,2020-10-19,30
17,2020-10-20,37
17,2020-10-21,36
17,2020-10-22,29
17,2020-10-23,32
17,2020-10-24,18
17,2020-10-25,6
17,2020-10-26,37
17,2020-10-27,41
17,2020-10-28,24
17,2020-10-29,24
17,2020-10-30,17
17,2020-10-31,9
17,2020-11-01,10
17,2020-11-02,36
17,2020-11-03,44
17,2020-11-04,31
17,2020-11-05,33
17,2020-11-06,33
17,2020-11-07,16
17,2020-11-08,13
17,2020-11-09,51
17,2020-11-10,62
17,2020-11-11,49
17,2020-11-12,38
17,2020-11-13,41
17,2020-11-14,17
17,2020-11-15,13
17,2020-11-16,13
17,2020-11-17,53
17,2020-11-18,49
17,2020-11-19,48
17,2020-11-20,34
17,2020-11-21,21
17,2020-11-22,6
17,2020-11-23,67
17,2020-11-24,54
17,2020-11-25,56
17,2020-11-26,57
17,2020-11-27,31
17,2020-11-28,25
17,2020-11-29,31
17,2020-11-30,76
17,2020-12-01,87
17,2020-12-02,63
17,2020-12-03,79
17,2020-12-04,41
17,2020-12-05,27
17,2020-12-06,17
17,2020-12-07,66
17,2020-12-08,97
17,2020-12-09,80
17,2020-12-10,90
17,2020-12-11,59
17,2020-12-12,26
17,2020-12-13,20
17,2020-12-14,82
17,2020-12-15,82
17,2020-12-16,73
17,2020-12-17,74
17,2020-12-18,78
17,2020-12-19,38
17,2020-12-20,42
17,2020-12-21,105
17,2020-12-22,119
17,2020-12-23,116
17,2020-12-24,75
17,2020-12-25,29
17,2020-12-26,60
17,2020-12-27,70
17,2020-12-28,179
17,2020-12-29,199
17,2020-12-30,237
17,2020-12-31,157
17,2021-01-01,52
17,2021-01-02,218
17,2021-01-03,217
17,2021-01-04,226
17,2021-01-05,232
17,2021-01-06,275
17,2021-01-07,291
17,2021-01-08,316
17,2021-01-09,258
17,2021-01-10,71
17,2021-01-11,361
17,2021-01-12,295
17,2021-01-13,245
17,2021-01-14,408
17,2021-01-15,377
17,2021-01-16,296
17,2021-01-17,61
17,2021-01-18,366
17,2021-01-19,410
17,2021-01-20,602
17,2021-01-21,540
17,2021-01-22,630
17,2021-01-23,471
17,2021-01-24,48
17,2021-01-25,701
17,2021-01-26,624
17,2021-01-27,499
17,2021-01-28,499
17,2021-01-29,457
17,2021-01-30,432
17,2021-01-31,34
17,2021-02-01,32
17,2021-02-02,513
17,2021-02-03,447
17,2021-02-04,451
17,2021-02-05,438
17,2021-02-06,263
17,2021-02-07,40
17,2021-02-08,412
17,2021-02-09,137
17,2021-02-10,227
17,2021-02-11,90
17,2021-02-12,75
17,2021-02-13,36
17,2021-02-14,25
17,2021-02-15,225
17,2021-02-16,308
17,2021-02-17,185
17,2021-02-18,95
17,2021-02-19,175
17,2021-02-20,33
17,2021-02-21,32
17,2021-02-22,201
17,2021-02-23,175
17,2021-02-24,194
17,2021-02-25,189
17,2021-02-26,166
17,2021-02-27,44
17,2021-02-28,35
17,2021-03-01,40
18,2020-03-18,1
18,2020-03-19,1
18,2020-03-23,2
18,2020-03-24,3
18,2020-03-28,1
18,2020-03-31,2
18,2020-04-03,1
18,2020-04-04,4
18,2020-04-05,2
18,2020-04-06,2
18,2020-04-07,2
18,2020-04-08,2
18,2020-04-09,2
18,2020-04-11,2
18,2020-04-12,4
18,2020-04-13,4
18,2020-04-14,2
18,2020-04-15,2
18,2020-04-16,3
18,2020-04-17,4
18,2020-04-18,3
18,2020-04-19,2
18,2020-04-20,1
18,2020-04-21,4
18,2020-04-22,4
18,2020-04-23,6
18,2020-04-24,4
18,2020-04-25,3
18,2020-04-26,6
18,2020-04-27,11
18,2020-04-28,15
18,2020-04-29,6
18,2020-04-30,13
18,2020-05-01,7
18,2020-05-02,15
18,2020-05-03,15
18,2020-05-04,17
18,2020-05-05,23
18,2020-05-06,17
18,2020-05-07,15
18,2020-05-08,6
18,2020-05-09,7
18,2020-05-10,9
18,2020-05-11,20
18,2020-05-12,18
18,2020-05-13,15
18,2020-05-14,19
18,2020-05-15,16
18,2020-05-16,3
18,2020-05-17,7
18,2020-05-18,18
18,2020-05-19,24
18,2020-05-20,18
18,2020-05-21,19
18,2020-05-22,26
18,2020-05-23,13
18,2020-05-24,8
18,2020-05-25,19
18,2020-05-26,30
18,2020-05-27,34
18,2020-05-28,33
18,2020-05-29,30
18,2020-05-30,22
18,2020-05-31,11
18,2020-06-01,24
18,2020-06-02,43
18,2020-06-03,36
18,2020-06-04,27
18,2020-06-05,37
18,2020-06-06,23
18,2020-06-07,17
18,2020-06-08,42
18,2020-06-09,40
18,2020-06-10,33
18,2020-06-11,45
18,2020-06-12,58
18,2020-06-13,27
18,2020-06-14,21
18,2020-06-15,49
18,2020-06-16,35
18,2020-06-17,43
18,2020-06-18,48
18,2020-06-19,46
18,2020-06-20,31
18,2020-06-21,33
18,2020-06-22,76
18,2020-06-23,49
18,2020-06-24,48
18,2020-06-25,43
18,2020-06-26,50
18,2020-06-27,44
18,2020-06-28,25
18,2020-06-29,61
18,2020-06-30,57
18,2020-07-01,63
18,2020-07-02,53
18,2020-07-03,60
18,2020-07-04,43
18,2020-07-05,18
18,2020-07-06,78
18,2020-07-07,65
18,2020-07-08,43
18,2020-07-09,60
18,2020-07-10,79
18,2020-07-11,42
18,2020-07-12,31
18,2020-07-13,75
18,2020-07-14,53
18,2020-07-15,63
18,2020-07-16,67
18,2020-07-17,60
18,2020-07-18,52
18,2020-07-19,39
18,2020-07-20,79
18,2020-07-21,73
18,2020-07-22,85
18,2020-07-23,68
18,2020-07-24,81
18,2020-07-25,31
18,2020-07-26,31
18,2020-07-27,83
18,2020-07-28,60
18,2020-07-29,51
18,2020-07-30,54
18,2020-07-31,64
18,2020-08-01,38
18,2020-08-02,28
18,2020-08-03,66
18,2020-08-04,65
18,2020-08-05,60
18,2020-08-06,51
18,2020-08-07,48
18,2020-08-08,44
18,2020-08-09,38
18,2020-08-10,68
18,2020-08-11,56
18,2020-08-12,73
18,2020-08-13,69
18,2020-08-14,55
18,2020-08-15,39
18,2020-08-16,25
18,2020-08-17,55
18,2020-08-18,59
18,2020-08-19,50
18,2020-08-20,35
18,2020-08-21,45
18,2020-08-22,33
18,2020-08-23,22
18,2020-08-24,86
18,2020-08-25,52
18,2020-08-26,55
18,2020-08-27,39
18,2020-08-28,31
18,2020-08-29,21
18,2020-08-30,25
18,2020-08-31,46
18,2020-09-01,61
18,2020-09-02,38
18,2020-09-03,48
18,2020-09-04,30
18,2020-09-05,20
18,2020-09-06,21
18,2020-09-07,58
18,2020-09-08,44
18,2020-09-09,39
18,2020-09-10,32
18,2020-09-11,28
18,2020-09-12,12
18,2020-09-13,29
18,2020-09-14,47
18,2020-09-15,22
18,2020-09-16,19
18,2020-09-17,50
18,2020-09-18,42
18,2020-09-19,26
18,2020-09-20,21
18,2020-09-21,45
18,2020-09-22,43
18,2020-09-23,34
18,2020-09-24,45
18,2020-09-25,20
18,2020-09-26,14
18,2020-09-27,12
18,2020-09-28,41
18,2020-09-29,39
18,2020-09-30,24
18,2020-10-01,37
18,2020-10-02,24
18,2020-10-03,10
18,2020-10-04,16
18,2020-10-05,35
18,2020-10-06,20
18,2020-10-07,25
18,2020-10-08,25
18,2020-10-09,34
18,2020-10-10,15
18,2020-10-11,17
18,2020-10-12,29
18,2020-10-13,32
18,2020-10-14,21
18,2020-10-15,27
18,2020-10-16,26
18,2020-10-17,16
18,2020-10-18,12
18,2020-10-19,35
18,2020-10-20,31
18,2020-10-21,21
18,2020-10-22,15
18,2020-10-23,10
18,2020-10-24,8
18,2020-10-25,12
18,2020-10-26,23
18,2020-10-27,31
18,2020-10-28,21
18,2020-10-29,12
18,2020-10-30,14
18,2020-10-31,8
18,2020-11-01,9
18,2020-11-02,21
18,2020-11-03,25
18,2020-11-04,18
18,2020-11-05,24
18,2020-11-06,18
18,2020-11-07,14
18,2020-11-08,11
18,2020-11-09,17
18,2020-11-10,27
18,2020-11-11,17
18,2020-11-12,14
18,2020-11-13,20
18,2020-11-14,8
18,2020-11-15,5
18,2020-11-16,6
18,2020-11-17,20
18,2020-11-18,17
18,2020-11-19,17
18,2020-11-20,13
18,2020-11-21,5
18,2020-11-22,19
18,2020-11-23,24
18,2020-11-24,34
18,2020-11-25,18
18,2020-11-26,20
18,2020-11-27,21
18,2020-11-28,12
18,2020-11-29,8
18,2020-11-30,22
18,2020-12-01,21
18,2020-12-02,29
18,2020-12-03,29
18,2020-12-04,16
18,2020-12-05,12
18,2020-12-06,11
18,2020-12-07,24
18,2020-12-08,14
18,2020-12-09,27
18,2020-12-10,20
18,2020-12-11,23
18,2020-12-12,12
18,2020-12-13,8
18,2020-12-14,32
18,2020-12-15,28
18,2020-12-16,14
18,2020-12-17,18
18,2020-12-18,27
18,2020-12-19,11
18,2020-12-20,11
18,2020-12-21,32
18,2020-12-22,21
18,2020-12-23,20
18,2020-12-24,21
18,2020-12-25,10
18,2020-12-26,18
18,2020-12-27,19
18,2020-12-28,46
18,2020-12-29,36
18,2020-12-30,37
18,2020-12-31,29
18,2021-01-01,17
18,2021-01-02,26
18,2021-01-03,25
18,2021-01-04,79
18,2021-01-05,58
18,2021-01-06,57
18,2021-01-07,58
18,2021-01-08,69
18,2021-01-09,50
18,2021-01-10,41
18,2021-01-11,98
18,2021-01-12,92
18,2021-01-13,98
18,2021-01-14,88
18,2021-01-15,71
18,2021-01-16,62
18,2021-01-17,41
18,2021-01-18,84
18,2021-01-19,108
18,2021-01-20,110
18,2021-01-21,108
18,2021-01-22,99
18,2021-01-23,60
18,2021-01-24,36
18,2021-01-25,101
18,2021-01-26,92
18,2021-01-27,98
18,2021-01-28,78
18,2021-01-29,45
18,2021-01-30,38
18,2021-01-31,29
18,2021-02-01,21
18,2021-02-02,40
18,2021-02-03,63
18,2021-02-04,39
18,2021-02-05,40
18,2021-02-06,28
18,2021-02-07,20
18,2021-02-08,43
18,2021-02-09,42
18,2021-02-10,37
18,2021-02-11,27
18,2021-02-12,34
18,2021-02-13,18
18,2021-02-14,13
18,2021-02-15,26
18,2021-02-16,23
18,2021-02-17,27
18,2021-02-18,26
18,2021-02-19,32
18,2021-02-20,11
18,2021-02-21,4
18,2021-02-22,23
18,2021-02-23,34
18,2021-02-24,30
18,2021-02-25,32
18,2021-02-26,14
18,2021-02-27,10
18,2021-02-28,3
18,2021-03-01,9
19,2020-03-10,2
19,2020-03-11,4
19,2020-03-13,5
19,2020-03-14,6
19,2020-03-16,6
19,2020-03-17,6
19,2020-03-18,9
19,2020-03-19,4
19,2020-03-20,12
19,2020-03-21,4
19,2020-03-22,4
19,2020-03-23,5
19,2020-03-24,5
19,2020-03-26,1
19,2020-03-27,8
19,2020-03-28,2
19,2020-03-29,3
19,2020-03-30,4
19,2020-04-02,6
19,2020-04-03,2
19,2020-04-04,3
19,2020-04-05,1
19,2020-04-06,10
19,2020-04-07,7
19,2020-04-08,9
19,2020-04-09,1
19,2020-04-10,22
19,2020-04-11,8
19,2020-04-12,15
19,2020-04-13,20
19,2020-04-14,18
19,2020-04-15,7
19,2020-04-16,12
19,2020-04-17,9
19,2020-04-18,6
19,2020-04-19,2
19,2020-04-20,12
19,2020-04-21,17
19,2020-04-22,17
19,2020-04-23,6
19,2020-04-24,6
19,2020-04-25,6
19,2020-04-26,8
19,2020-04-27,20
19,2020-04-28,28
19,2020-04-29,22
19,2020-04-30,28
19,2020-05-01,27
19,2020-05-02,22
19,2020-05-03,9
19,2020-05-04,40
19,2020-05-05,63
19,2020-05-06,26
19,2020-05-07,25
19,2020-05-08,32
19,2020-05-09,28
19,2020-05-10,21
19,2020-05-11,43
19,2020-05-12,36
19,2020-05-13,68
19,2020-05-14,38
19,2020-05-15,76
19,2020-05-16,30
19,2020-05-17,12
19,2020-05-18,47
19,2020-05-19,40
19,2020-05-20,61
19,2020-05-21,36
19,2020-05-22,51
19,2020-05-23,35
19,2020-05-24,27
19,2020-05-25,81
19,2020-05-26,119
19,2020-05-27,69
19,2020-05-28,64
19,2020-05-29,69
19,2020-05-30,43
19,2020-05-31,20
19,2020-06-01,85
19,2020-06-02,94
19,2020-06-03,75
19,2020-06-04,131
19,2020-06-05,148
19,2020-06-06,77
19,2020-06-07,43
19,2020-06-08,202
19,2020-06-09,155
19,2020-06-10,225
19,2020-06-11,204
19,2020-06-12,248
19,2020-06-13,191
19,2020-06-14,104
19,2020-06-15,283
19,2020-06-16,215
19,2020-06-17,179
19,2020-06-18,230
19,2020-06-19,212
19,2020-06-20,173
19,2020-06-21,103
19,2020-06-22,295
19,2020-06-23,313
19,2020-06-24,307
19,2020-06-25,316
19,2020-06-26,326
19,2020-06-27,210
19,2020-06-28,175
19,2020-06-29,407
19,2020-06-30,375
19,2020-07-01,431
19,2020-07-02,343
19,2020-07-03,349
19,2020-07-04,232
19,2020-07-05,195
19,2020-07-06,535
19,2020-07-07,492
19,2020-07-08,454
19,2020-07-09,497
19,2020-07-10,461
19,2020-07-11,318
19,2020-07-12,241
19,2020-07-13,576
19,2020-07-14,578
19,2020-07-15,580
19,2020-07-16,559
19,2020-07-17,517
19,2020-07-18,247
19,2020-07-19,191
19,2020-07-20,568
19,2020-07-21,580
19,2020-07-22,521
19,2020-07-23,603
19,2020-07-24,542
19,2020-07-25,270
19,2020-07-26,134
19,2020-07-27,214
19,2020-07-28,364
19,2020-07-29,297
19,2020-07-30,349
19,2020-07-31,339
19,2020-08-01,124
19,2020-08-02,107
19,2020-08-03,370
19,2020-08-04,413
19,2020-08-05,378
19,2020-08-06,360
19,2020-08-07,404
19,2020-08-08,208
19,2020-08-09,157
19,2020-08-10,383
19,2020-08-11,373
19,2020-08-12,367
19,2020-08-13,408
19,2020-08-14,354
19,2020-08-15,198
19,2020-08-16,157
19,2020-08-17,434
19,2020-08-18,386
19,2020-08-19,419
19,2020-08-20,398
19,2020-08-21,332
19,2020-08-22,225
19,2020-08-23,147
19,2020-08-24,410
19,2020-08-25,534
19,2020-08-26,545
19,2020-08-27,505
19,2020-08-28,527
19,2020-08-29,235
19,2020-08-30,151
19,2020-08-31,415
19,2020-09-01,475
19,2020-09-02,478
19,2020-09-03,476
19,2020-09-04,455
19,2020-09-05,165
19,2020-09-06,138
19,2020-09-07,413
19,2020-09-08,517
19,2020-09-09,494
19,2020-09-10,340
19,2020-09-11,351
19,2020-09-12,177
19,2020-09-13,120
19,2020-09-14,482
19,2020-09-15,286
19,2020-09-16,196
19,2020-09-17,514
19,2020-09-18,525
19,2020-09-19,204
19,2020-09-20,141
19,2020-09-21,541
19,2020-09-22,521
19,2020-09-23,469
19,2020-09-24,461
19,2020-09-25,430
19,2020-09-26,208
19,2020-09-27,144
19,2020-09-28,574
19,2020-09-29,528
19,2020-09-30,384
19,2020-10-01,392
19,2020-10-02,396
19,2020-10-03,221
19,2020-10-04,142
19,2020-10-05,495
19,2020-10-06,580
19,2020-10-07,528
19,2020-10-08,490
19,2020-10-09,571
19,2020-10-10,269
19,2020-10-11,198
19,2020-10-12,663
19,2020-10-13,599
19,2020-10-14,557
19,2020-10-15,521
19,2020-10-16,567
19,2020-10-17,276
19,2020-10-18,177
19,2020-10-19,546
19,2020-10-20,554
19,2020-10-21,546
19,2020-10-22,455
19,2020-10-23,505
19,2020-10-24,258
19,2020-10-25,170
19,2020-10-26,527
19,2020-10-27,505
19,2020-10-28,443
19,2020-10-29,494
19,2020-10-30,452
19,2020-10-31,217
19,2020-11-01,153
19,2020-11-02,478
19,2020-11-03,560
19,2020-11-04,528
19,2020-11-05,605
19,2020-11-06,818
19,2020-11-07,411
19,2020-11-08,277
19,2020-11-09,653
19,2020-11-10,677
19,2020-11-11,659
19,2020-11-12,639
19,2020-11-13,640
19,2020-11-14,377
19,2020-11-15,299
19,2020-11-16,259
19,2020-11-17,599
19,2020-11-18,521
19,2020-11-19,581
19,2020-11-20,595
19,2020-11-21,295
19,2020-11-22,183
19,2020-11-23,539
19,2020-11-24,520
19,2020-11-25,520
19,2020-11-26,568
19,2020-11-27,478
19,2020-11-28,309
19,2020-11-29,155
19,2020-11-30,529
19,2020-12-01,513
19,2020-12-02,418
19,2020-12-03,410
19,2020-12-04,406
19,2020-12-05,216
19,2020-12-06,123
19,2020-12-07,469
19,2020-12-08,585
19,2020-12-09,614
19,2020-12-10,575
19,2020-12-11,643
19,2020-12-12,345
19,2020-12-13,248
19,2020-12-14,678
19,2020-12-15,728
19,2020-12-16,568
19,2020-12-17,588
19,2020-12-18,483
19,2020-12-19,258
19,2020-12-20,217
19,2020-12-21,663
19,2020-12-22,679
19,2020-12-23,585
19,2020-12-24,556
19,2020-12-25,173
19,2020-12-26,305
19,2020-12-27,248
19,2020-12-28,704
19,2020-12-29,823
19,2020-12-30,790
19,2020-12-31,836
19,2021-01-01,144
19,2021-01-02,484
19,2021-01-03,361
19,2021-01-04,998
19,2021-01-05,1195
19,2021-01-06,996
19,2021-01-07,1031
19,2021-01-08,1058
19,2021-01-09,507
19,2021-01-10,281
19,2021-01-11,939
19,2021-01-12,1011
19,2021-01-13,836
19,2021-01-14,923
19,2021-01-15,1072
19,2021-01-16,460
19,2021-01-17,302
19,2021-01-18,961
19,2021-01-19,1107
19,2021-01-20,983
19,2021-01-21,962
19,2021-01-22,970
19,2021-01-23,420
19,2021-01-24,261
19,2021-01-25,902
19,2021-01-26,954
19,2021-01-27,834
19,2021-01-28,833
19,2021-01-29,623
19,2021-01-30,342
19,2021-01-31,168
19,2021-02-01,198
19,2021-02-02,544
19,2021-02-03,605
19,2021-02-04,509
19,2021-02-05,449
19,2021-02-06,194
19,2021-02-07,102
19,2021-02-08,495
19,2021-02-09,415
19,2021-02-10,435
19,2021-02-11,317
19,2021-02-12,299
19,2021-02-13,95
19,2021-02-14,59
19,2021-02-15,204
19,2021-02-16,214
19,2021-02-17,234
19,2021-02-18,216
19,2021-02-19,222
19,2021-02-20,100
19,2021-02-21,89
19,2021-02-22,277
19,2021-02-23,259
19,2021-02-24,226
19,2021-02-25,233
19,2021-02-26,199
19,2021-02-27,82
19,2021-02-28,56
19,2021-03-01,132
19,2021-03-02,1
20,2020-03-12,1
20,2020-03-13,2
20,2020-03-15,1
20,2020-03-19,1
20,2020-03-20,1
20,2020-03-21,1
20,2020-03-22,1
20,2020-03-23,2
20,2020-03-24,1
20,2020-03-25,3
20,2020-03-26,3
20,2020-03-27,1
20,2020-03-28,1
20,2020-03-29,2
20,2020-03-30,2
20,2020-03-31,6
20,2020-04-01,1
20,2020-04-03,3
20,2020-04-04,3
20,2020-04-05,2
20,2020-04-06,5
20,2020-04-08,5
20,2020-04-09,1
20,2020-04-10,2
20,2020-04-11,2
20,2020-04-12,2
20,2020-04-13,5
20,2020-04-14,4
20,2020-04-15,7
20,2020-04-16,5
20,2020-04-17,8
20,2020-04-18,6
20,2020-04-19,3
20,2020-04-20,6
20,2020-04-21,4
20,2020-04-22,9
20,2020-04-23,8
20,2020-04-24,16
20,2020-04-25,7
20,2020-04-26,13
20,2020-04-27,10
20,2020-04-28,18
20,2020-04-29,12
20,2020-04-30,12
20,2020-05-01,15
20,2020-05-02,10
20,2020-05-03,15
20,2020-05-04,24
20,2020-05-05,34
20,2020-05-06,25
20,2020-05-07,25
20,2020-05-08,23
20,2020-05-09,15
20,2020-05-10,29
20,2020-05-11,56
20,2020-05-12,66
20,2020-05-13,69
20,2020-05-14,66
20,2020-05-15,80
20,2020-05-16,66
20,2020-05-17,17
20,2020-05-18,122
20,2020-05-19,74
20,2020-05-20,79
20,2020-05-21,103
20,2020-05-22,84
20,2020-05-23,84
20,2020-05-24,39
20,2020-05-25,107
20,2020-05-26,81
20,2020-05-27,91
20,2020-05-28,127
20,2020-05-29,121
20,2020-05-30,116
20,2020-05-31,49
20,2020-06-01,153
20,2020-06-02,163
20,2020-06-03,147
20,2020-06-04,196
20,2020-06-05,185
20,2020-06-06,159
20,2020-06-07,55
20,2020-06-08,185
20,2020-06-09,160
20,2020-06-10,174
20,2020-06-11,156
20,2020-06-12,154
20,2020-06-13,160
20,2020-06-14,74
20,2020-06-15,197
20,2020-06-16,158
20,2020-06-17,191
20,2020-06-18,177
20,2020-06-19,177
20,2020-06-20,140
20,2020-06-21,53
20,2020-06-22,211
20,2020-06-23,191
20,2020-06-24,171
20,2020-06-25,188
20,2020-06-26,191
20,2020-06-27,142
20,2020-06-28,81
20,2020-06-29,195
20,2020-06-30,187
20,2020-07-01,228
20,2020-07-02,215
20,2020-07-03,213
20,2020-07-04,172
20,2020-07-05,57
20,2020-07-06,268
20,2020-07-07,236
20,2020-07-08,206
20,2020-07-09,173
20,2020-07-10,203
20,2020-07-11,124
20,2020-07-12,64
20,2020-07-13,179
20,2020-07-14,207
20,2020-07-15,160
20,2020-07-16,181
20,2020-07-17,179
20,2020-07-18,122
20,2020-07-19,69
20,2020-07-20,201
20,2020-07-21,180
20,2020-07-22,177
20,2020-07-23,159
20,2020-07-24,165
20,2020-07-25,124
20,2020-07-26,58
20,2020-07-27,175
20,2020-07-28,151
20,2020-07-29,170
20,2020-07-30,140
20,2020-07-31,146
20,2020-08-01,80
20,2020-08-02,38
20,2020-08-03,142
20,2020-08-04,174
20,2020-08-05,141
20,2020-08-06,116
20,2020-08-07,100
20,2020-08-08,102
20,2020-08-09,28
20,2020-08-10,129
20,2020-08-11,110
20,2020-08-12,121
20,2020-08-13,134
20,2020-08-14,122
20,2020-08-15,94
20,2020-08-16,32
20,2020-08-17,122
20,2020-08-18,136
20,2020-08-19,93
20,2020-08-20,92
20,2020-08-21,110
20,2020-08-22,82
20,2020-08-23,27
20,2020-08-24,149
20,2020-08-25,102
20,2020-08-26,102
20,2020-08-27,122
20,2020-08-28,73
20,2020-08-29,76
20,2020-08-30,21
20,2020-08-31,102
20,2020-09-01,125
20,2020-09-02,91
20,2020-09-03,127
20,2020-09-04,97
20,2020-09-05,99
20,2020-09-06,26
20,2020-09-07,134
20,2020-09-08,133
20,2020-09-09,150
20,2020-09-10,124
20,2020-09-11,81
20,2020-09-12,166
20,2020-09-13,34
20,2020-09-14,134
20,2020-09-15,147
20,2020-09-16,123
20,2020-09-17,157
20,2020-09-18,88
20,2020-09-19,115
20,2020-09-20,32
20,2020-09-21,167
20,2020-09-22,151
20,2020-09-23,141
20,2020-09-24,97
20,2020-09-25,111
20,2020-09-26,109
20,2020-09-27,43
20,2020-09-28,183
20,2020-09-29,160
20,2020-09-30,116
20,2020-10-01,130
20,2020-10-02,108
20,2020-10-03,104
20,2020-10-04,60
20,2020-10-05,132
20,2020-10-06,153
20,2020-10-07,150
20,2020-10-08,125
20,2020-10-09,132
20,2020-10-10,135
20,2020-10-11,57
20,2020-10-12,123
20,2020-10-13,148
20,2020-10-14,137
20,2020-10-15,111
20,2020-10-16,130
20,2020-10-17,77
20,2020-10-18,37
20,2020-10-19,128
20,2020-10-20,111
20,2020-10-21,134
20,2020-10-22,112
20,2020-10-23,101
20,2020-10-24,94
20,2020-10-25,65
20,2020-10-26,113
20,2020-10-27,141
20,2020-10-28,82
20,2020-10-29,102
20,2020-10-30,96
20,2020-10-31,56
20,2020-11-01,33
20,2020-11-02,48
20,2020-11-03,149
20,2020-11-04,117
20,2020-11-05,88
20,2020-11-06,103
20,2020-11-07,73
20,2020-11-08,29
20,2020-11-09,154
20,2020-11-10,141
20,2020-11-11,120
20,2020-11-12,120
20,2020-11-13,102
20,2020-11-14,77
20,2020-11-15,74
20,2020-11-16,76
20,2020-11-17,125
20,2020-11-18,110
20,2020-11-19,100
20,2020-11-20,73
20,2020-11-21,66
20,2020-11-22,51
20,2020-11-23,118
20,2020-11-24,109
20,2020-11-25,102
20,2020-11-26,96
20,2020-11-27,73
20,2020-11-28,80
20,2020-11-29,31
20,2020-11-30,165
20,2020-12-01,136
20,2020-12-02,156
20,2020-12-03,144
20,2020-12-04,128
20,2020-12-05,90
20,2020-12-06,52
20,2020-12-07,164
20,2020-12-08,129
20,2020-12-09,149
20,2020-12-10,122
20,2020-12-11,192
20,2020-12-12,114
20,2020-12-13,33
20,2020-12-14,186
20,2020-12-15,168
20,2020-12-16,166
20,2020-12-17,182
20,2020-12-18,166
20,2020-12-19,144
20,2020-12-20,71
20,2020-12-21,228
20,2020-12-22,205
20,2020-12-23,252
20,2020-12-24,172
20,2020-12-25,55
20,2020-12-26,196
20,2020-12-27,80
20,2020-12-28,281
20,2020-12-29,249
20,2020-12-30,262
20,2020-12-31,180
20,2021-01-01,53
20,2021-01-02,240
20,2021-01-03,108
20,2021-01-04,347
20,2021-01-05,339
20,2021-01-06,344
20,2021-01-07,332
20,2021-01-08,330
20,2021-01-09,245
20,2021-01-10,119
20,2021-01-11,392
20,2021-01-12,258
20,2021-01-13,295
20,2021-01-14,250
20,2021-01-15,295
20,2021-01-16,190
20,2021-01-17,95
20,2021-01-18,281
20,2021-01-19,354
20,2021-01-20,257
20,2021-01-21,243
20,2021-01-22,228
20,2021-01-23,135
20,2021-01-24,105
20,2021-01-25,272
20,2021-01-26,270
20,2021-01-27,253
20,2021-01-28,227
20,2021-01-29,173
20,2021-01-30,136
20,2021-01-31,79
20,2021-02-01,132
20,2021-02-02,212
20,2021-02-03,214
20,2021-02-04,208
20,2021-02-05,204
20,2021-02-06,145
20,2021-02-07,62
